B. D. AGRO PRODUCTS PRIVATE LIMITED,U01400WB2009PTC136319,Active,carajesh_agarwal@yahoo.com,"VILL - BARUNDAP.O - BARUNDA, NH-6, HOWRAHBAGNAN432WB",26 June 2009,"6 years, 10 month, 15 days","25,000,000","21,254,500",No,Not Applicable
B D TEXTILE MILLS PRIVATE LIMITED,U17100MH1988PTC046822,Active,bdtml@vsnl.net,E-37 INDUSTRIAL AREA BALOTRA BALOTRA208RJ,30 March 1988,"28 years, 1 month, 12 days","23,000,000","20,837,500",Yes,https://www.zaubacorp.com/company/B-D-TEXTILE-MILLS-PRIVATE-LIMITED/U17100MH1988PTC046822
B K GEARS PRIVATE LIMITED,U29130DL2011PTC212237,Active,RGUPTA_CA10@YAHOO.CO.UK,"31/1-A, GALI NO.2,ANAND PARBAT INDL. AREANEW DELHI181DL",06 January 2011,"5 years, 4 month, 5 days","10,000,000","5,640,450",No,Not Applicable
B. M. GUPTA DEVELOPERS PRIVATE LIMITED,U45400DL2008PTC175758,Active,cs@bmggroupindia.com,"ELEGENT CITY SECTOR 26GARHI BOLNI ROAD, REWARIREWARI178HR",24 March 2008,"8 years, 1 month, 18 days","80,000,000","72,900,000",Yes,https://www.zaubacorp.com/company/B-M-GUPTA-DEVELOPERS-PRIVATE-LIMITED/U45400DL2008PTC175758
B M GUPTA ESTATES PRIVATE LIMITED,U45201DL2004PTC130122,Active,cs@bmggroupindia.com,"CIRCULAR ROAD, NEAR LEO CHOWKOPP. SECTOR-5, REWARIREWARI178HR",20 October 2004,"11 years, 6 month, 22 days","100,000,000","88,285,000",No,Not Applicable
B N GLOBAL PRIVATE LIMITED,U15400PB2014PTC038543,Active,bnexports@gmail.com,"169, RANI KA BAGH169, RANI KA BAGH AMRITSARAMRITSAR131PB",25 March 2014,"2 years, 1 month, 17 days","200,000,000","200,000,000",Yes,https://www.zaubacorp.com/company/B-N-GLOBAL-PRIVATE-LIMITED/U15400PB2014PTC038543
B.P. FOOD PRODUCTS PRIVATE LIMITED,U15312UP1991PTC013406,Strike Off,-,20-B INDUSTRIAL AREABHIND ROADGWALIOR505MP,12 August 1991,"24 years, 8 month, 30 days","1,000,000","4,000",No,Not Applicable
B.R.ELASTICS (INDIA) PRIVATE LIMITED,U25199TZ2008PTC014517,Active,brelastics@vsnl.net,"S.F.NO.26/27,KARAIPUDUR,PARK SCHOOLROAD,PALLADAM MAIN ROAD,TIRUPUR793TN",03 June 2008,"7 years, 11 month, 8 days","100,000,000","90,000,000",Yes,https://www.zaubacorp.com/company/B-R-ELASTICS-INDIA-PRIVATE-LIMITED/U25199TZ2008PTC014517
B. R. STEEL PRODUCTS PRIVATE LIMITED,U99999MH1960PTC011799,Active,manoj@incoindia.com,"PLOT NO:C-39,(B-C),MIDC,TTC INDL.AREA,TURBHE-MHAPE RD,PAWANENAVI MUMBAI",02 September 1960,"55 years, 8 month, 9 days","50,000,000","45,715,000",Yes,https://www.zaubacorp.com/company/B-R-STEEL-PRODUCTS-PRIVATE-LIMITED/U99999MH1960PTC011799
B.B. STYRO EXTRUSION PRIVATE LIMITED,U74900WB2009PTC139287,Active,sja1604@yahoo.com,"VILL.RAJAPUR, P.O.NONA KUNDU,DOMJUR,HOWRAH 432WB",10 November 2009,"6 years, 6 month, 1 days","40,000,000","37,028,000",No,Not Applicable
B.B.K. LEATHERS PRIVATE LIMITED,U18209TN1993PTC026136,Active,bbkleather@yahoo.co,PLOT 42-B SIPCOT INDUSTRIAL COMP.RANIPETRANIPET687TN,02 November 1993,"22 years, 6 month, 9 days","10,000,000","9,000,000",Yes,https://www.zaubacorp.com/company/B-B-K-LEATHERS-PRIVATE-LIMITED/U18209TN1993PTC026136
B.D STEELS PRIVATE LIMITED,U27104TG2008PTC060134,Active,bdsteels@rediffmail.com,"5-2-191/2&194,DISTILLERY ROADRANIGUNJ,SECUNDERABADSECUNDERABAD617TS",14 July 2008,"7 years, 9 month, 28 days","10,000,000","9,181,000",No,Not Applicable
B.E. CONTRACTS PRIVATE LIMITED,U45303DL2001PTC113167,Active,mca21digital@gmail.com,"11 C VANDANA BUILDING11, TOLSTOY MARGNEW DELHI181DL",19 November 2001,"14 years, 5 month, 22 days","30,000,000","26,405,000",Yes,https://www.zaubacorp.com/company/B-E-CONTRACTS-PRIVATE-LIMITED/U45303DL2001PTC113167
B.G.M. CONSORTIUM LIMITED,U45207WB2000PLC091590,Active,jjainassociates@gmail.com,A 42 DABUA COLONYNEAR POLICE CHOWKI ROADFARIDABAD180HR,03 April 2000,"16 years, 1 month, 8 days","50,100,000","37,249,000",Yes,https://www.zaubacorp.com/company/B-G-M-CONSORTIUM-LIMITED/U45207WB2000PLC091590
B.J.EXPO PRIVATE LIMITED,U17299TN2001PTC047533,Active,am@bjexpo.co.in,"10, I ST FLOOR, ADHITHANAR STREET,GANDHI NAGAR, AVADICHENNAI684TN",01 August 2001,"14 years, 9 month, 10 days","80,000,000","63,000,000",Yes,https://www.zaubacorp.com/company/B-J-EXPO-PRIVATE-LIMITED/U17299TN2001PTC047533
K.B.ROLLING MILLS PRIVATE LIMITED,U27200TG1986PTC006995,Active,kbrollingmills@yahoo.co.in,MUPPIREDDY VILLAGEKUCHAVARAM POSTTOOPRAN MDLMEDAK,08 December 1986,"29 years, 5 month, 3 days","60,000,000","55,600,000",Yes,https://www.zaubacorp.com/company/K-B-ROLLING-MILLS-PRIVATE-LIMITED/U27200TG1986PTC006995
B.L.MEHTA CONSTRUCTIONS PRIVATE LIMITED,U45200PB2005PTC027844,Active,dinesh_bti06@yahoo.co.in,H NO 3205SECTOR 21 DCHANDIGARH147CH,13 January 2005,"11 years, 3 month, 29 days","5,000,000","4,600,000",Yes,https://www.zaubacorp.com/company/B-L-MEHTA-CONSTRUCTIONS-PRIVATE-LIMITED/U45200PB2005PTC027844
B.L. AGRO OILS LIMITED,U65910UP1993PLC015039,Active,vishalarora1310@gmail.com,"B 31, ROAD NO. 2 PARASAKHERAINDUSTRIAL AREABAREILLY244UP",20 January 1993,"23 years, 3 month, 22 days","1,000,000,000","814,086,020",Yes,https://www.zaubacorp.com/company/B-L-AGRO-OILS-LIMITED/U65910UP1993PLC015039
B.L.INTERNATIONAL PRIVATE LIMITED,U17220DL2013PTC254690,Active,SURINDER@BLINTERNATIONAL.NET,"A-5, SECTOR-64, NOIDA234UP",01 July 2013,"2 years, 10 month, 10 days","250,000,000","250,000,000",Yes,https://www.zaubacorp.com/company/B-L-INTERNATIONAL-PRIVATE-LIMITED/U17220DL2013PTC254690
B M AGRO INDUSTRIES LIMITED,U74899DL1992PLC049988,Active,rguptaca@gmail.com,"NEAR KHUIAN SARWAR B.D.O. OFFICELATKAN DHANI ROAD,ABOHAR835PB",17 August 1992,"23 years, 8 month, 25 days","25,000,000","13,770,000",Yes,https://www.zaubacorp.com/company/B-M-AGRO-INDUSTRIES-LIMITED/U74899DL1992PLC049988
B.M. MALHOTRA AND SONS LIMITED,U51300DL1997PLC088370,Active,spn_shailesh@yahoo.co.in,"514, KRISHNA GALI, KATRA NEEL,CHANDI CHOWKDELHI181DL",04 July 1997,"18 years, 10 month, 7 days","40,000,000","25,952,230",Yes,https://www.zaubacorp.com/company/B-M-MALHOTRA-AND-SONS-LIMITED/U51300DL1997PLC088370
B.P.PACKAGINGS PRIVATE LIMITED,U21011UP1990PTC012090,Active,bppackagings@yahoo.co.in,"SARVERKHERA, JASPUR ROAD KASHIPURKASHIPURKASHIPUR160UC",16 July 1990,"25 years, 9 month, 26 days","20,000,000","20,000,000",Yes,https://www.zaubacorp.com/company/B-P-PACKAGINGS-PRIVATE-LIMITED/U21011UP1990PTC012090
B.S. SPONGE PRIVATE LIMITED,U27102WB2000PTC091975,Active,bsspongepl@gmail.com,VILL.TARAIMALPO.GERWANIRAIGARH488CG,12 June 2000,"15 years, 10 month, 29 days","65,000,000","62,710,848",Yes,https://www.zaubacorp.com/company/B-S-SPONGE-PRIVATE-LIMITED/U27102WB2000PTC091975
BASF INDIA LIMITED,L33112MH1943FLC003972,Active,pradeep.chandan@basf.com,"203, DEMNI VILLAGEDADRADADRA576DN",13 May 1943,"72 years, 11 month, 29 days","543,597,120","432,900,000",Yes,https://www.zaubacorp.com/company/BASF-INDIA-LIMITED/L33112MH1943FLC003972
B.C. POWER CONTROLS LIMITED,L31300DL2008PLC179414,Active,info@bonlongroup.com,"E-50B, PH-1, RIICO INDL.AREA,BHIWADIBHIWADI197RJ",12 June 2008,"7 years, 10 month, 29 days","140,000,000","117,600,000",Yes,https://www.zaubacorp.com/company/B-C-POWER-CONTROLS-LIMITED/L31300DL2008PLC179414
BCH ELECTRIC LIMITED,U31103WB1965PLC026427,Active,info@bchindia.com,"PLOT NO-64 TO 68,IIESEC-7,PANTNAGARRUDRAPUR160UC",09 April 1965,"51 years, 1 month, 2 days","50,000,000","34,577,112",Yes,https://www.zaubacorp.com/company/BCH-ELECTRIC-LIMITED/U31103WB1965PLC026427
BCL INDUSTRIES & INFRASTRUCTURES LIMITED,L24231PB1976PLC003624,Active,cs_bcl@mittalgroup.co.in,HAZI RATTAN LINK ROADSHAZI RATTAN LINK ROADSBATHINDA143PB,03 February 1976,"40 years, 3 month, 8 days","200,000,000","141,500,000",Yes,https://www.zaubacorp.com/company/BCL-INDUSTRIES-INFRASTRUCTURES-LIMITED/L24231PB1976PLC003624
BCPL RAILWAY INFRASTRUCTURE LIMITED,U51109WB1995PLC075801,Active,corp@bcril.com,"112, RAJA RAM MOHAN RAY SARANIKOLKATAKOLKATA",08 December 1995,"20 years, 5 month, 3 days","150,000,000","62,618,192",Yes,https://www.zaubacorp.com/company/BCPL-RAILWAY-INFRASTRUCTURE-LIMITED/U51109WB1995PLC075801
BDG METAL & POWER LIMITED,U51109WB1999PLC088908,Active,acctinfo60@gmail.com,"PLASTO STEEL PARK, PHASE-IKADASOLE, P.S-BARJORA 429WB",05 March 1999,"17 years, 2 month, 6 days","80,000,000","71,765,952",No,Not Applicable
BDH INDUSTRIES LIMITED,L24230MH1990PLC059299,Active,comp.sec@bdhind.com,"NAIR BAUG, AKURLI ROAD,KANDIVLI (E) MUMBAIMUMBAI598MH",05 December 1990,"25 years, 5 month, 6 days","75,000,000","57,573,000",Yes,https://www.zaubacorp.com/company/BDH-INDUSTRIES-LIMITED/L24230MH1990PLC059299
BDS PROJECTS INDIA PRIVATE LIMITED,U27310MH2007PTC166941,Active,info@bdsindia.com,"NEVILLE HOUSE,CURRIMBHOY RD,BALLARD ESTATE,MUMBAI599MH",11 January 2007,"9 years, 4 month, 0 days","127,500,000","125,273,000",Yes,https://www.zaubacorp.com/company/BDS-PROJECTS-INDIA-PRIVATE-LIMITED/U27310MH2007PTC166941
BE GOLD PRIVATE LIMITED,U36911DL2008PTC182439,Active,ARUNNARESH.CA@GMAIL.COM,PLOT NO-129G/38 NSEZ PHASE-IINOIDANOIDA234UP,26 August 2008,"7 years, 8 month, 16 days","75,000,000","75,000,000",No,Not Applicable
BGR MINING & INFRA PRIVATE LIMITED,U45400AP2011PTC073928,Active,ho.hyd@bgrmining.com,"8-2-596/R, ROAD NO.10,BANJARA HILLS,HYDERABAD617TS",18 April 2011,"5 years, 0 month, 23 days","800,000,000","550,000,000",Yes,https://www.zaubacorp.com/company/BGR-MINING-INFRA-PRIVATE-LIMITED/U45400AP2011PTC073928
BHRUNDA INFRA PRIVATE LIMITED,U45400TG2008PTC059056,Active,office@dicodeinfra.com,"HNO 8-2-686/8/6/A, 3RF FLOOR12TH SQUARE BUILDING ROAD NO 12BANJARA HILLS617TS",08 May 2008,"8 years, 0 month, 3 days","50,000,000","30,141,860",No,Not Applicable
BKR HOTELS & RESORTS PRIVATE LIMITED,U55101TN2006PTC061627,Active,bkrgrand@gmail.com,NO.22 SAROJINI STREETT NAGARCHENNAI685TN,30 November 2006,"9 years, 5 month, 11 days","30,000,000","23,940,000",Yes,https://www.zaubacorp.com/company/BKR-HOTELS-RESORTS-PRIVATE-LIMITED/U55101TN2006PTC061627
B L KASHYAP AND SONS LIMITED,L74899DL1989PLC036148,Active,info@blkashyap.com,409 4TH FLOOR DLF TOWER AJASOLANEW DELHI186DL,08 May 1989,"27 years, 0 month, 3 days","300,000,000","205,440,000",Yes,https://www.zaubacorp.com/company/B-L-KASHYAP-AND-SONS-LIMITED/L74899DL1989PLC036148
BLA PROJECTS PRIVATE LIMITED,U45203WB1998PTC088501,Active,BLA_ACCT@YAHOO.CO.IN,"53A, LEELA ROY SARANIGARIAHATKOLKATA433WB",21 December 1998,"17 years, 4 month, 21 days","100,000,000","9,380,983",Yes,https://www.zaubacorp.com/company/BLA-PROJECTS-PRIVATE-LIMITED/U45203WB1998PTC088501
BAG Electronics India Private Limited,U32109PN2006PTC021987,Active,b.praveen@bagelectronics.com,"SY.NO.19,YEWLEWADI KONDHWA PUNESY.NO.19,YEWLEWADI KONDHWA PUNEPUNE601MH",10 February 2006,"10 years, 3 month, 1 days","5,000,000","3,000,000",No,Not Applicable
BLP VAYU (PROJECT 1) PRIVATE LIMITED,U40300HR2012PTC046342,Active,blp@blp.co.in,"GF 001, TOWER 4A,DLF CORPORATE PARKDLF, PHASE-IIIGURGAON179HR",26 June 2012,"3 years, 10 month, 15 days","10,000,000","8,119,520",No,Not Applicable
BLS ECOTECH LIMITED,U74899DL1999PLC098024,Active,madhukar@blsecotech.com,"SP-179, RIICO IND AREAKAHARANIBHIWADI197RJ",21 January 1999,"17 years, 3 month, 21 days","220,000,000","170,000,000",No,Not Applicable
BMA STAINLESS LIMITED,U27109WB2003PLC097108,Active,bmasteel@bmaind.com,PO: KALYANESWARI 425WB,13 October 2003,"12 years, 6 month, 29 days","270,000,000","262,100,000",Yes,https://www.zaubacorp.com/company/BMA-STAINLESS-LIMITED/U27109WB2003PLC097108
BMR INDUSTRIES PRIVATE LIMITED,U05001TN1994PTC027920,Active,bmrexp@gmail.com,"DAMAVARAM VILLAGE,DAGADARTHY MANDALNELLORE631AP",30 June 1994,"21 years, 10 month, 11 days","250,000,000","164,632,992",Yes,https://www.zaubacorp.com/company/BMR-INDUSTRIES-PRIVATE-LIMITED/U05001TN1994PTC027920
BMV EXIM PRIVATE LIMITED,U51311PB2007PTC030825,Active,bmvindia@hotmail.com,SHREE SHNKESHWAR PARASANATHJAIN MARG VILLAGE HUSSAIN PURA GTLUDHIANA138PB,17 January 2007,"9 years, 3 month, 25 days","42,500,000","34,926,500",Yes,https://www.zaubacorp.com/company/BMV-EXIM-PRIVATE-LIMITED/U51311PB2007PTC030825
BMW INDUSTRIES LIMITED,L51109WB1981PLC034212,Active,legal@bmwil.co.in,B 1 IIND PHASE INDUSTRIAL AREAADITYAPURJAMSHEDPUR775JR,21 October 1981,"34 years, 6 month, 21 days","500,000,000","225,086,464",Yes,https://www.zaubacorp.com/company/BMW-INDUSTRIES-LIMITED/L51109WB1981PLC034212
BMW STEELS LIMITED,U27202UP1994PLC016260,Active,pka.com@gmail.com,NAVIPUR ROAD HATHRAS237UP,24 March 1994,"22 years, 1 month, 18 days","10,000,000","6,918,370",No,Not Applicable
BMW VENTURES LIMITED,U65921BR1994PLC006131,Active,bijay@bmwventures.com,1ST FLOOR MONA CINEMA COMPLEXEAST GANDHI MAIDANPATNA323BH,07 October 1994,"21 years, 7 month, 4 days","50,000,000","35,175,000",Yes,https://www.zaubacorp.com/company/BMW-VENTURES-LIMITED/U65921BR1994PLC006131
BN PRECAST PRIVATE LIMITED,U45202GJ2013PTC073442,Active,nishantpat@gmail.com,"SURVEY NO.332,JALUNDRA MOTA VILLAGEOPP.GALUDAN VILLAGE,NARODA DEHGAM-ROAD TA DEHGAM GANDHINAGAR553GJ",23 January 2013,"3 years, 3 month, 19 days","30,000,000","30,000,000",No,Not Applicable
BNP PARIBAS SECURITIES INDIA PRIVATE LIMITED,U74920MH2008FTC182807,Active,karen.dsouza@asia.bnpparibas.com,5TH FLR FRENCH BANK BLDG62 HOMJI STREETFORT599MH,29 May 2008,"7 years, 11 month, 13 days","1,374,000,000","1,374,000,000",No,Not Applicable
BNR INFRASTRUCTURE PROJECTS PRIVATE LIMITED,U45400TN2012PTC086655,Active,charan@bnrinfra.com,"NO.1018,42ND ST,TVS COLONYANNANAGAR WEST EXTNCHENNAI685TN",06 July 2012,"3 years, 10 month, 5 days","10,000,000","10,000,000",No,Not Applicable
BP EQUITIES PRIVATE LIMITED,U67120MH1997PTC107392,Active,rajeevmenon@bpwealth.com,"24/26 IST FLR, CAMA BLDG DALAL STFORTMUMBAI599MH",17 April 1997,"19 years, 0 month, 24 days","140,000,000","140,000,000",Yes,https://www.zaubacorp.com/company/BP-EQUITIES-PRIVATE-LIMITED/U67120MH1997PTC107392
BP SANGLE CONSTRUCTIONS PRIVATE LIMITED,U45400MH2007PTC169890,Active,bpsconstructions@gmail.com,"PLOT NO 20,SHIVAJI NAGARSINNARNASIK596MH",11 April 2007,"9 years, 1 month, 0 days","20,000,000","17,940,180",Yes,https://www.zaubacorp.com/company/BP-SANGLE-CONSTRUCTIONS-PRIVATE-LIMITED/U45400MH2007PTC169890
BPL TECHNO VISION PRIVATE LIMITED,U85110KA1983PTC005214,Active,investor@bpl.in,BANGALOREBANGALOREBANGALORE656KN,11 March 1983,"33 years, 2 month, 0 days","100,000,000","7,100,800",Yes,https://www.zaubacorp.com/company/BPL-TECHNO-VISION-PRIVATE-LIMITED/U85110KA1983PTC005214
BRC INFRA PRIVATE LIMITED,U45400TG2007PTC054715,Active,accounts@brcinfra.com,"108, SAI RANGA BHASKAR RESIDENCY,NEAR SAI RANGA THEATRE, MIYAPURHYDERABAD617TS",05 July 2007,"8 years, 10 month, 6 days","50,000,000","50,000,000",No,Not Applicable
BRGD INGOT PRIVATE LIMITED,U27109WB2005PTC103895,Active,pankaj.jain@sultmt.com,PALITPUR ROADMIRZAPUR BURDWAN,23 June 2005,"10 years, 10 month, 18 days","10,000,000","8,250,000",Yes,https://www.zaubacorp.com/company/BRGD-INGOT-PRIVATE-LIMITED/U27109WB2005PTC103895
BRINDCO SALES PRIVATE LIMITED,U52110DL1984PTC018032,Active,m.hariharan@brindco.com,3E/7 JHANDEWALAN EXTENSION AREA NEW DELHI186DL,27 April 1984,"32 years, 0 month, 14 days","1,000,000,000","990,000,000",Yes,https://www.zaubacorp.com/company/BRINDCO-SALES-PRIVATE-LIMITED/U52110DL1984PTC018032
BSA STEELS PRIVATE LIMITED,U27106TG2008PTC060699,Active,bsasteels@rediffmail.com,"6-56/2,OPP: IDPL FACTORYBALANAGARHYDERABAD617TS",23 August 2008,"7 years, 8 month, 19 days","10,000,000","9,485,500",No,Not Applicable
BSBK PRIVATE LIMITED,U45201CT1978PTC001456,Active,sagarwal@bsbkltd.com,"4TH FLOOR(SOUTH),SURYA TREASURE ISLAND MALL, JUNWANIBHILAI494CG",03 July 1978,"37 years, 10 month, 8 days","102,500,000","48,854,900",Yes,https://www.zaubacorp.com/company/BSBK-PRIVATE-LIMITED/U45201CT1978PTC001456
BSCC INFRASTRUCTURE PRIVATE LIMITED,U45201GJ2011PTC067093,Active,bscc_inf@yahoo.com,"BSCC HOUSE, OPP. ONGC COLONY,HIGHWAY ROAD, PALAVASANA,MEHSANA551GJ",13 September 2011,"4 years, 7 month, 28 days","100,000,000","60,000,000",No,Not Applicable
BSCPL GODHRA TOLLWAYS LIMITED,U45209TG2010PLC066757,Active,bhaskar@bscpl.net,"VILL.-BHATHWADA, POST-RAMA, TEHSILDEVGARH BARIA, DIST. - DAHODDOHAD565GJ",21 January 2010,"6 years, 3 month, 21 days","40,500,000","40,475,060",No,Not Applicable
BSCPL INFRASTRUCTURE LIMITED,U45203AP1998PLC029154,Active,bhaskar@bscpl.net,"VILL=GORABAR,PO=ATRAURA,KHALILABAD280UP",31 March 1998,"18 years, 1 month, 11 days","400,000,000","248,573,360",Yes,https://www.zaubacorp.com/company/BSCPL-INFRASTRUCTURE-LIMITED/U45203AP1998PLC029154
BSL ENGINEERING SERVICES LIMITED,U51909DL2009PLC187677,Active,manpreet@bslscaffolding.com,"D-10,NEB SARAI, NEB VALLEY,NEW DELHINEW DELHI190DL",17 February 2009,"7 years, 2 month, 22 days","10,000,000","10,000,000",Yes,https://www.zaubacorp.com/company/BSL-ENGINEERING-SERVICES-LIMITED/U51909DL2009PLC187677
BSR INFRATECH INDIA LIMITED,U45209AP2008PLC059914,Active,ca208701@gmail.com,SUCHIR COMPLEX 50-BJUBILEE HILLSHYDERABAD617TS,27 June 2008,"7 years, 10 month, 14 days","270,000,000","180,000,000",Yes,https://www.zaubacorp.com/company/BSR-INFRATECH-INDIA-LIMITED/U45209AP2008PLC059914
BST TEXTILE MILLS PRIVATE LIMITED,U17111MH2005PTC156368,Active,bstyarn@yahoo.com,"PLOT NO.9, SECT-9SIDCUL I I E, PANT NAGARPANT NAGAR160UC",27 September 2005,"10 years, 7 month, 14 days","140,000,000","125,187,592",No,Not Applicable
BTM EXPORTS LIMITED,U51909DL2004PLC130777,Active,sanjeevtekriwal@btmindia.com,"G-II, 17/41,WEST PUNJABI BAGHNEW DELHI181DL",24 November 2004,"11 years, 5 month, 17 days","50,000,000","26,037,450",Yes,https://www.zaubacorp.com/company/BTM-EXPORTS-LIMITED/U51909DL2004PLC130777
BTS JEWELLERS PRIVATE LIMITED,U27100AP2010PTC069818,Active,kasturiphani@hotmail.com,"SHOP NO.16,SVC SHROFF BAZARKURNOOL633AP",03 August 2010,"5 years, 9 month, 8 days","35,000,000","25,000,000",Yes,https://www.zaubacorp.com/company/BTS-JEWELLERS-PRIVATE-LIMITED/U27100AP2010PTC069818
BAASHYAAM CONSTRUCTIONS PRIVATE LIMITED,U45201TN2004PTC053331,Active,elango@bashyamgroup.com,NO.11 GOPALA KRISHNAN STREETT NAGARCHENNAI685TN,26 May 2004,"11 years, 11 month, 16 days","155,000,000","50,000,000",Yes,https://www.zaubacorp.com/company/BAASHYAAM-CONSTRUCTIONS-PRIVATE-LIMITED/U45201TN2004PTC053331
BAAZAR RETAIL LIMITED,U51311WB1998PLC087828,Active,legal@baazarkolkata.com,"U-29,JOLLY ARCADE,GHOD DOD RAOD,SURAT569GJ",28 August 1998,"17 years, 8 month, 14 days","200,000,000","82,960,000",Yes,https://www.zaubacorp.com/company/BAAZAR-RETAIL-LIMITED/U51311WB1998PLC087828
BABA BHUBANESWAR COLD STORAGE PRIVATE LIMITED,U74900WB2014PTC200332,Active,aknag.associates@yahoo.co.in,"VILL-KANSHRA, PO- SUREKALNA,PS-JAMALPURBURDWAN425WB",18 February 2014,"2 years, 2 month, 21 days","40,000,000","40,000,000",No,Not Applicable
BABA BISWANATH AGRO PRODUCTS PRIVATE LIMITED,U45208WB1996PTC081792,Active,bababiswanathagro@gmail.com,DURGAPUR CITY CENTREDURGAPURBURDWAN425WB,16 October 1996,"19 years, 6 month, 26 days","31,000,000","27,900,000",No,Not Applicable
BABA DANDESWAR COLD STORAGE PRIVATE LIMITED,U74999WB2012PTC183084,Active,aknag.associates@yahoo.co.in,VILL AND P.O.-DANDIPOREP.S.-GHATALPASCHIM MEDINIPUR431WB,25 June 2012,"3 years, 10 month, 16 days","30,000,000","30,000,000",No,Not Applicable
BABA JHARESHWAR MULTIPURPOSE HIMGHAR PRIVATE LIMITED,U74999WB2010PTC156033,Active,kunalsasmal_kgp@rocketmail.com,"VILL-UMABOTIPUR, PO-SAHASPURP.S.-SAHASPURPASCHIM MEDINIPUR431WB",21 December 2010,"5 years, 4 month, 21 days","15,000,000","15,000,000",No,Not Applicable
BABA MUNGIPA STEEL INDUSTRY PRIVATE LIMITED,U27108MH2004PTC144552,Active,anil_nandarshi@rediffmail.com,"GUT NO-220, SURVEY NO-9,VIL-KHUPARI, TAL-WADATHANE597MH",16 February 2004,"12 years, 2 month, 24 days","12,500,000","11,062,500",Yes,https://www.zaubacorp.com/company/BABA-MUNGIPA-STEEL-INDUSTRY-PRIVATE-LIMITED/U27108MH2004PTC144552
BABA NAGA AGRO PRIVATE LIMITED,U15312PB2013PTC038009,Active,babanaga_agro@yahoo.com,"JANDIALA ROAD, VILL.- KADGILLNULLTARAN TARAN791PB",11 October 2013,"2 years, 7 month, 0 days","85,000,000","85,000,000",No,Not Applicable
